no,분류,중복,Institution,Title,저자,Year,Pdf Link
1440,Abstract,0,University of Ulsan,Production of Hydrophilic PVC Surfaces with Microwave Treatment for its Separation from Mixed Plastics by Froth Floatation,"Srinivasa Reddy Mallampati,Chi-Hyeon Lee,Nguyen Thanh Truc,Byeong-Kyu Lee",2015,https://waset.org/pdf/books/?id=26840&pageNumber=669
1441,Abstract,0,University of Ulsan,Removal of P-Nitrophenol in Wastewater by Using Fe-Nano Zeolite Synthesized,"Pham-Thi Huong,Byeong-Kyu Lee,Chi-Hyeon Lee,JiTae Kim",2017,https://waset.org/pdf/books/?id=44511&pageNumber=1246
1442,Abstract,0,University of Ulsan,Reversible Cerebral Vasoconstriction Syndrome at Emergency Department,"Taerim Kim,Shin Ahn,Chang Hwan Sohn,Dong Woo Seo,Won Young Kim",2017,https://waset.org/pdf/books/?id=37332&pageNumber=808
1443,Periodical,0,University of Ulsan,Separation of Chlorinated Plastics and Immobilization of Heavy Metals in Hazardous Automotive Shredder Residue,"Srinivasa Reddy Mallampati, Chi-Hyeon Lee, Nguyen Thi Thanh Truc, Byeong-Kyu Lee",2015,https://waset.org/publications/10003164/separation-of-chlorinated-plastics-and-immobilization-of-heavy-metals-in-hazardous-automotive-shredder-residue
1444,Periodical,0,University of Ulsan,Separation of Hazardous Brominated Plastics from Waste Plastics by Froth Flotation after Surface Modification with Mild Heat-Treatment,"Nguyen Thi Thanh Truc, Chi-Hyeon Lee, Byeong-Kyu Lee, Srinivasa Reddy Mallampati",2015,https://waset.org/publications/10003189/separation-of-hazardous-brominated-plastics-from-waste-plastics-by-froth-flotation-after-surface-modification-with-mild-heat-treatment
1445,Abstract,0,University of Ulsan,The Influence of Environmental Attributes on Children's Pedestrian-Crash Risk in School Zones,Jeongwoo Lee,2017,https://waset.org/pdf/books/?id=69990&pageNumber=1465
1446,Abstract,0,University of Ulsan,Various Shaped ZnO and ZnO/Graphene Oxide Nanocomposites and Their Use in Water Splitting Reaction,"Sundaram Chandrasekaran,Seung Hyun Hur",2015,https://waset.org/pdf/books/?id=36302&pageNumber=754
1447,Abstract,0,University of Seoul,A Social Network Analysis for Formulating Construction Defect Generation Mechanisms,"Hamad Aljassmi,Sangwon Han",2014,https://waset.org/pdf/books/?id=9063&pageNumber=13
1448,Periodical,0,University of Seoul,An Analytical Study on Rotational Capacity of Beam-Column Joints in Unit Modular Frames,"Kyung-Suk Choi,Hyung-Joon Kim",2015,https://waset.org/publications/10000322/an-analytical-study-on-rotational-capacity-of-beam-column-joints-in-unit-modular-frames
1449,Abstract,1,University of Seoul,An Analytical Study on Rotational Capacity of Beam-Column Joints in Unit Modular Frames,"Kyung-Suk Choi,Hyung-Joon Kim",2017,https://waset.org/pdf/books/?id=21711&pageNumber=421
1450,Abstract,0,University of Seoul,An Estimation Process for Progress Rate Based on Labor-Quantity in Republic of Korea,"Dong-Ho Kim,Zheng-Xun Jin,Yong-Woon Cha,Su-Sang Lim,Sang-Won Han,Chang-Taek Hyun",2017,https://waset.org/pdf/books/?id=37197&pageNumber=831
1451,Abstract,1,University of Seoul,Analysis of Causality between Defect Causes Using Association Rule Mining,"Sangdeok Lee,Sangwon Han,Changtaek Hyun",2016,https://waset.org/pdf/books/?id=51355&pageNumber=84
1452,Periodical,0,University of Seoul,Analysis of Causality between Defect Causes Using Association Rule Mining,"Sangdeok Lee,Sangwon Han,Changtaek Hyun",2016,https://waset.org/publications/10004942/analysis-of-causality-between-defect-causes-using-association-rule-mining
1453,Abstract,0,University of Seoul,Code Evaluation on Web-Shear Capacity of Presstressed Hollow-Core Slabs,"Min-Kook Park, Deuck Hang Lee, Hyun Mo Yang, Jae Hyun Kim, Kang Su Kim",2017,https://waset.org/pdf/books/?id=75859&pageNumber=720
1454,Abstract,0,University of Seoul,Collapse Performance of Steel Frame with Hysteric Energy Dissipating Devices,"Hyung-Joon Kim,Jin-Young Park",2014,https://waset.org/pdf/books/?id=14461&pageNumber=60
1455,Abstract,1,University of Seoul,Comparison of Women’s Political Participation in Korea and China,Minjeoung Kim,2016,https://waset.org/pdf/books/?id=53040&pageNumber=1757
1456,Periodical,0,University of Seoul,Comparison of Women’s Political Participation in Korea and China,Minjeoung Kim,2016,https://waset.org/publications/10005006/comparison-of-women-s-political-participation-in-korea-and-china
1457,Abstract,0,University of Seoul,Cyclic Loading Tests of Reinforced Concrete Frame Structures Strengthened by Externally-Anchored Precast Wall-Panel,"Seung-Ho Choi,Jae Yuel Oh,Chi Sung Lim,Ho Seong Jung,Kang Su Kim",2016,https://waset.org/pdf/books/?id=75858&pageNumber=718
1458,Abstract,0,University of Seoul,Development of Work Breakdown Structure for EVMS in South Korea,"Dong-Ho Kim, Su-Sang Lim, Sang-Won Han, Chang-Taek Hyun",2016,https://waset.org/pdf/books/?id=32470&pageNumber=704
1459,Abstract,1,University of Seoul,Evaluation of Expected Annual Loss Probabilities of RC Moment Resisting Frames,"Saemee Jun,Dong-Hyeon Shin,Tae-Sang Ahn,Hyung-Joon Kim",2015,https://waset.org/pdf/books/?id=21645&pageNumber=414
1460,Periodical,0,University of Seoul,Evaluation of Expected Annual Loss Probabilities of RC Moment Resisting Frames,"Saemee Jun,Dong-Hyeon Shin,Tae-Sang Ahn,Hyung-Joon Kim",2015,https://waset.org/publications/10000491/evaluation-of-expected-annual-loss-probabilities-of-rc-moment-resisting-frames
1461,Abstract,0,University of Seoul,Performance Analysis of Geophysical Database Referenced Navigation: The Combination of Gravity Gradient and Terrain Using Extended Kalman Filter,"Jisun Lee,Jay Hyoun Kwon",2017,https://waset.org/pdf/books/?id=67266&pageNumber=693
1462,Abstract,0,University of Seoul,"Religion, Education, and Nation: Anticlerical Principle of France and Private School Law of South Korea",Minjeoung Kim,2018,https://waset.org/pdf/books/?id=88673&pageNumber=2888
1463,Abstract,0,University of Seoul,Resource Constrained Time-Cost Trade-Off Analysis in Construction Project Planning and Control,"Sangwon Han,Chengquan Jin",2018,https://waset.org/pdf/books/?id=91630&pageNumber=858
1464,Abstract,1,University of Seoul,Seismic Fragility Functions of RC Moment Frames Using Incremental Dynamic Analyses,"Seung-Won Lee,JongSoo Lee,Won-Jik Yang,Hyung-Joon Kim",2015,https://waset.org/pdf/books/?id=21652&pageNumber=415
1465,Periodical,0,University of Seoul,Seismic Fragility Functions of RC Moment Frames Using Incremental Dynamic Analyses,"Seung-Won Lee,JongSoo Lee,Won-Jik Yang,Hyung-Joon Kim",2015,https://waset.org/publications/10000409/seismic-fragility-functions-of-rc-moment-frames-using-incremental-dynamic-analyses
1466,Abstract,1,University of Seoul,Seismic Performance of Reinforced Concrete Frames Infilled by Masonry Walls with Different Heights,"Ji-Wook Mauk,Yu-Suk Kim,Hyung-Joon Kim",2015,https://waset.org/pdf/books/?id=21654&pageNumber=416
1467,Periodical,0,University of Seoul,Seismic Performance of Reinforced Concrete Frames Infilled by Masonry Walls with Different Heights,"Ji-Wook Mauk,Yu-Suk Kim,Hyung-Joon Kim",2015,https://waset.org/publications/10000612/seismic-performance-of-reinforced-concrete-frames-infilled-by-masonry-walls-with-different-heights
1468,Abstract,0,University of Seoul,Shear Strength Evaluation of Ultra-High-Performance Concrete Flexural Members Using Adaptive Neuro-Fuzzy System,"Minsu Kim,Hae-Chang Cho,Jae Hoon Chung,Inwook Heo,Kang Su Kim",2017,https://waset.org/pdf/books/?id=75871&pageNumber=721
1469,Abstract,0,University of Seoul,The Winning Possibility of Female Candidate in Korea,Minjeoung Kim,2016,https://waset.org/pdf/books/?id=62232&pageNumber=358
1470,Abstract,0,University of Seoul,Theoretical Approach for Estimating Transfer Length of Prestressing Strand in Pretensioned Concrete Members,"Sun-Jin Han,Deuck Hang Lee,Hyo-Eun Joo,Hyun Kang,Kang Su Kim",2014,https://waset.org/pdf/books/?id=75856&pageNumber=717
1471,Abstract,1,University of Seoul,Theorizing Women’s Political Leadership: Cross-National Comparison,Minjeoung Kim,2014,https://waset.org/pdf/books/?id=12435&pageNumber=262
1472,Periodical,0,University of Seoul,Theorizing Women’s Political Leadership: Cross-National Comparison,Minjeoung Kim,2014,https://waset.org/publications/9998983/theorizing-women-s-political-leadership-cross-national-comparison
1473,Abstract,0,University of Seoul,Three-Stage Least Squared Models of a Station-Level Subway Ridership: Incorporating an Analysis on Integrated Transit Network Topology Measures,"Jungyeol Hong,Dongjoo Park",2017,https://waset.org/pdf/books/?id=83097&pageNumber=329
1474,Abstract,0,University of Seoul,Using Urban Conversion to Green Public Space as a Tool to Generate Urban Change: Case of Seoul,"Rachida Benabbou,Sang Hun Park,Hee Chung Lee",2017,https://waset.org/pdf/books/?id=66091&pageNumber=63
1475,Periodical,0,University of Seoul,Women's Political Participation in Korea,Minjeoung Kim,2013,https://waset.org/publications/2772/women-s-political-participation-in-korea
1476,Abstract,0,Kyung Hee University,A Full-Scale Test of Coping-Girder Integrated Bridge,"Heeyoung Lee,Woosung Bin,Kangseog Seo,Hyojeong Yun,Zuog An",2015,https://waset.org/pdf/books/?id=7461&pageNumber=118
1477,Periodical,0,Kyung Hee University,Adaptive Skin Segmentation Using Color Distance Map,"Mohammad Shoyaib, M. Abdullah-Al-Wadud, and Oksam Chae",2009,https://waset.org/publications/408/adaptive-skin-segmentation-using-color-distance-map
1478,Abstract,0,Kyung Hee University,Anti-Colitic and Anti-Inflammatory Effects of Lactobacillus sakei K040706 in Mice with Ulcerative Colitis,"Seunghwan Seo,Woo-Seok Lee,Ji-Sun Shin,Young Kyoung Rhee,Chang-Won Cho,Hee-Do Hong,Kyung-Tae Lee",2008,https://waset.org/pdf/books/?id=50144&pageNumber=361
1479,Abstract,0,Kyung Hee University,Anti-Inflammatory Studies on Chungpye-Tang in Asthmatic Human Lung Tissue,"J. H. Bang,H. J. Baek,K. I. Kim,B. J. Lee,H. J. Jung,H. J. Jang,S. K. Jung",2013,https://waset.org/pdf/books/?id=42524&pageNumber=949
1480,Abstract,0,Kyung Hee University,Comparison of the Hydration Products of Commercial and Experimental Calcium Silicate Cement: The Preliminary Observational Study,Seok Woo Chang,2014,https://waset.org/pdf/books/?id=8741&pageNumber=197
1481,Abstract,0,Kyung Hee University,Development of Scenarios for Sustainable Next Generation Nuclear System,"Muhammad Minhaj Khan, Jaemin Lee, Suhong Lee, Jinyoung Chung, Johoo Whang",2015,https://waset.org/pdf/books/?id=58570&pageNumber=114
1482,Abstract,0,Kyung Hee University,Does the Perceived Value of a National Park  Increases Visitor Satisfaction and Loyalty?,"Yoo-Shik Yoon, Hae-Kyung Sohn, Young-Hae Yoon, Hai-Long Cui",2014,https://waset.org/pdf/books/?id=13788&pageNumber=459
1483,Abstract,0,Kyung Hee University,Duplex Real-Time Loop-Mediated Isothermal Amplification Assay for Simultaneous Detection of Beef and Pork,"Mi-Ju Kim,Hae-Yeong Kim",2016,https://waset.org/pdf/books/?id=77001&pageNumber=991
1484,Abstract,0,Kyung Hee University,Effect of Epoxy-ZrP Nanocomposite Top Coating on Inorganic Barrier Layer,"Haesook Kim, Ha Na Ra, Mansu Kim, Hyun Gi Kim, Sung Soo Kim",2017,https://waset.org/pdf/books/?id=67636&pageNumber=1302
1485,Abstract,0,Kyung Hee University,Ethanol Extract of Potentilla pradoxa Nutt Inhibits LPS-induced Inflammatory Responses via NF-κB and AP-1 Inactivation,"Hae-Jun Lee,Ji-Sun Shin,Kyung-Tae Lee",2013,https://waset.org/pdf/books/?id=50137&pageNumber=359
1486,Abstract,0,Kyung Hee University,"Finding Optimal Operation Condition in a Biological Nutrient Removal Process with Balancing Effluent Quality, Economic Cost and GHG Emissions","Seungchul Lee,Minjeong Kim,Iman Janghorban Esfahani,Jeong Tai Kim,ChangKyoo Yoo",2015,https://waset.org/pdf/books/?id=26101&pageNumber=751
1487,Abstract,0,Kyung Hee University,Hierarchy and Weight of Influence Factors on Labor Productivity in the Construction Industry of the Nepal,"Shraddha Palikhe, Sunkuk Kim",2016,https://waset.org/pdf/books/?id=46392&pageNumber=389
1488,Abstract,0,Kyung Hee University,Induction of G1 Arrest and Apoptosis in Human Cancer Cells by Panaxydol,"Dong-Gyu Leem,Ji-Sun Shin,Sang Yoon Choi,Kyung-Tae Lee",2012,https://waset.org/pdf/books/?id=50141&pageNumber=360
1489,Abstract,1,Kyung Hee University,Influence of Optical Fluence Distribution on Photoacoustic Imaging,"Mohamed K. Metwally,Sherif H. El-Gohary,Kyung Min Byun,Seung Moo Han,Soo Yeol Lee,Min Hyoung Cho,Gon Khang,Jinsung Cho,Tae-Seong Kim",2014,https://waset.org/pdf/books/?id=12607&pageNumber=66
1490,Periodical,0,Kyung Hee University,Influence of Optical Fluence Distribution on Photoacoustic Imaging,"Mohamed K. Metwally,Sherif H. El-Gohary,Kyung Min Byun,Seung Moo Han,Soo Yeol Lee,Min Hyoung Cho,Gon Khang,Jinsung Cho,Tae-Seong Kim",2014,https://waset.org/publications/9999048/influence-of-optical-fluence-distribution-on-photoacoustic-imaging
1491,Abstract,0,Kyung Hee University,Magnetohydrodynamic Flows in a Conduit with Multiple Channels under a Magnetic Field Applied Perpendicular to the Plane of Flow,"Yang Luo,Chang Nyung Kim",2016,https://waset.org/pdf/books/?id=25440&pageNumber=724
1492,Abstract,0,Kyung Hee University,Magnetohydrodynamic Flows in a Misaligned Duct under a Uniform Magnetic Field,"Mengqi Zhu,Chang Nyung Kim",2017,https://waset.org/pdf/books/?id=25443&pageNumber=725
1493,Abstract,0,Kyung Hee University,MHD Flow in a Curved Duct with FCI under a Uniform Magnetic Field,"Yue Yan,Chang Nyung Kim",2012,https://waset.org/pdf/books/?id=25447&pageNumber=183
1494,Abstract,0,Kyung Hee University,Mineralized Nanoparticles as a Contrast Agent for Ultrasound and Magnetic Resonance Imaging,"Jae Won Lee,Kyung Hyun Min,Hong Jae Lee,Sang Cheon Lee",2016,https://waset.org/pdf/books/?id=45843&pageNumber=1107
1495,Abstract,0,Kyung Hee University,Numerical Analysis of Liquid Metal Magnetohydrodynamic Flows in a Manifold with Three Sub-Channels,"Meimei Wen,Chang Nyung Kim",2017,https://waset.org/pdf/books/?id=25429&pageNumber=723
1496,Abstract,1,Kyung Hee University,Optimal Trajectory Finding of IDP Ventilation Control with Outdoor Air Information and Indoor Health Risk Index,"Minjeong Kim,Seungchul Lee,Iman Janghorban Esfahani,Jeong Tai Kim,ChangKyoo Yoo",2015,https://waset.org/pdf/books/?id=26099&pageNumber=750
1497,Periodical,0,Kyung Hee University,Optimal Trajectory Finding of IDP Ventilation Control with Outdoor Air Information and Indoor Health Risk Index,"Minjeong Kim,Seungchul Lee,Iman Janghorban Esfahani,Jeong Tai Kim,ChangKyoo Yoo",2015,https://waset.org/publications/10002352/optimal-trajectory-finding-of-idp-ventilation-control-with-outdoor-air-information-and-indoor-health-risk-index
1498,Abstract,0,Kyung Hee University,Protective Effect of Essential Oil from Chamaecyparis obtusa on Anxiety-Related Behaviors and Cytokine Abnormalities Induced by Early Life Stress,"Hae Jeong Park,Joo-Ho Chung",2013,https://waset.org/pdf/books/?id=52686&pageNumber=560
1499,Abstract,0,Kyung Hee University,"The Biocompatibility and Osteogenic Potential of Experimental Calcium Silicate Based Root Canal Sealer, Capseal",Seok Woo Chang,2014,https://waset.org/pdf/books/?id=10059&pageNumber=211
1500,Abstract,0,Chonnam National University,A Ratiometric Inorganic Phosphate Sensor Based on CdSe/ZnS QDs and Rhodamine 6G-Doped Nanofibers,"Hong Dinh Duong,Jong Il Rhee",2016,https://waset.org/pdf/books/?id=36346&pageNumber=269
1501,Periodical,0,Chonnam National University,Acoustic Noise Reduction in Single Phase SRM Drives by Random Switching Technique,"Minh-Khai Nguyen, Young-Gook Jung, and Young-Cheol Lim",2009,https://waset.org/publications/435/acoustic-noise-reduction-in-single-phase-srm-drives-by-random-switching-technique
1502,Abstract,0,Chonnam National University,Chemical Stability and Characterization of Ion Exchange Membranes for Vanadium Redox Flow Batteries,"Min-Hwa Lim,Mi-Jeong Park,Ho-Young Jung",2015,https://waset.org/pdf/books/?id=44968&pageNumber=1080
1503,Abstract,0,Chonnam National University,Design of Middleware for Mobile Group Control in Physical Proximity,"Moon-Tak Oh,Kyung-Min Park,Tae-Eun Yoon,Hoon Choi,Chil-Woo Lee",2015,https://waset.org/pdf/books/?id=2331&pageNumber=34
1504,Periodical,0,Chonnam National University,Design of Tracking Controllers for Medical Equipment Holders Using AHRS and MEMS Sensors,"Seung You Na, Joo Hyun Jung, Jin Young Kim, and Mohammad AhangarKiasari",2012,https://waset.org/publications/10753/design-of-tracking-controllers-for-medical-equipment-holders-using-ahrs-and-mems-sensors
1505,Abstract,0,Chonnam National University,Development of a Standardization Methodology Assessing the Comfort Performance for Hanok,"Mi-Hyang Lee,Seung-Hoon Han",2018,https://waset.org/pdf/books/?id=92152&pageNumber=862
1506,Abstract,0,Chonnam National University,Feature Location Restoration for Under-Sampled Photoplethysmogram Using Spline Interpolation,Hangsik Shin,2016,https://waset.org/pdf/books/?id=53409&pageNumber=432
1507,Periodical,0,Chonnam National University,Fuzzy Types Clustering for Microarray Data,"Seo Young Kim, Tai Myong Choi",2007,https://waset.org/publications/4776/fuzzy-types-clustering-for-microarray-data-
1508,Abstract,1,Chonnam National University,Human Action Recognition Using Variational Bayesian HMM with Dirichlet Process Mixture of Gaussian Wishart Emission Model,"Wanhyun Cho,Soonja Kang,Sangkyoon Kim,Soonyoung Park",2016,https://waset.org/pdf/books/?id=49713&pageNumber=1514
1509,Periodical,0,Chonnam National University,Human Action Recognition Using Variational Bayesian HMM with Dirichlet Process Mixture of Gaussian Wishart Emission Model,"Wanhyun Cho,Soonja Kang,Sangkyoon Kim,Soonyoung Park",2016,https://waset.org/publications/10005884/human-action-recognition-using-variational-bayesian-hmm-with-dirichlet-process-mixture-of-gaussian-wishart-emission-model
1510,Abstract,0,Chonnam National University,Microglia Activity and Induction of Mechanical Allodynia after Mincle Receptor Ligand Injection in Rat Spinal Cord,"Jihoon Yang,Jeong II Choi",2014,https://waset.org/pdf/books/?id=79571&pageNumber=2150
1511,Abstract,1,Chonnam National University,Multinomial Dirichlet Gaussian Process Model for Classification of Multidimensional Data,"Wanhyun Cho,Soonja Kang,Sanggoon Kim,Soonyoung Park",2015,https://waset.org/pdf/books/?id=33816&pageNumber=1087
1512,Periodical,0,Chonnam National University,Multinomial Dirichlet Gaussian Process Model for Classification of Multidimensional Data,"Wanhyun Cho,Soonja Kang,Sanggoon Kim,Soonyoung Park",2015,https://waset.org/publications/10003081/multinomial-dirichlet-gaussian-process-model-for-classification-of-multidimensional-data
1513,Abstract,0,Chonnam National University,New Variational Approach for Contrast Enhancement of Color Image,"Wanhyun Cho,Seongchae Seo,Soonja Kang",2014,https://waset.org/pdf/books/?id=10574&pageNumber=285
1514,Abstract,0,Chonnam National University,Nondestructive Testing for Reinforced Concrete Buildings with Active Infrared Thermography,"Huy Q. Tran,Jungwon Huh,Kiseok Kwak,Choonghyun Kang",2016,https://waset.org/pdf/books/?id=84378&pageNumber=1732
1515,Abstract,0,Chonnam National University,Novel Inference Algorithm for Gaussian Process Classification Model with Multiclass and Its Application to Human Action Classification,"Wanhyun Cho,Soonja Kang,Sangkyoon Kim,Soonyoung Park",2015,https://waset.org/pdf/books/?id=34103&pageNumber=1094
1516,Periodical,0,Chonnam National University,Pipelines Monitoring System Using Bio-mimetic Robots,"Seung You Na, Daejung Shin, Jin Young Kim, Seong-Joon Baek, and Bae-Ho Lee",2009,https://waset.org/publications/3598/pipelines-monitoring-system-using-bio-mimetic-robots
1517,Abstract,0,Chonnam National University,Preparation and Performance of Polyphenylene Oxide-Based Anion Exchange Membrane for Vanadium Redox Flow Battery,"Mi-Jung Park,Min-Hwa Lim,Ho-Young Jung",2015,https://waset.org/pdf/books/?id=49988&pageNumber=1190
1518,Abstract,0,Chonnam National University,Registration of Multi-Temporal Unmanned Aerial Vehicle Images for Facility Monitoring,"Dongyeob Han,Jungwon Huh,Quang Huy Tran,Choonghyun Kang",2018,https://waset.org/pdf/books/?id=85064&pageNumber=54
1519,Abstract,0,Chonnam National University,Reliability Prediction of Tires Using Linear Mixed-Effects Model,"Myung Hwan Na,Ho- Chun Song,EunHee Hong",2015,https://waset.org/pdf/books/?id=37815&pageNumber=396
1520,Periodical,0,Chonnam National University,Seismic Behavior of a Jumbo Container Crane in the Low Seismicity Zone Using Time-History Analyses,"Huy Q. Tran,Bac V. Nguyen,Choonghyun Kang,Jungwon Huh",2017,https://waset.org/publications/10008448/seismic-behavior-of-a-jumbo-container-crane-in-the-low-seismicity-zone-using-time-history-analyses
1521,Abstract,1,Chonnam National University,Seismic Behavior of a Jumbo Container Crane in the Low Seismicity Zone Using Time-History Analyses,"Huy Q. Tran,Bac V. Nguyen,Choonghyun Kang,Jungwon Huh",2018,https://waset.org/pdf/books/?id=84382&pageNumber=1733
1522,Abstract,0,Chonnam National University,Synthesis and Functionalization of Gold  Nanostars for ROS Production,"H. D. Duong, J. I. Rhee",2016,https://waset.org/pdf/books/?id=36355&pageNumber=728
1523,Abstract,0,Chonnam National University,The Study on Blast Effect of Polymer Gel by Trazul Lead Block Test and Concrete Block Test,"Young-Hun Ko,Seung-Jun Kim,Khaqan Baluch,Hyung- Sik Yang",2016,https://waset.org/pdf/books/?id=89043&pageNumber=682
1524,Periodical,0,Chonnam National University,Variational EM Inference Algorithm for Gaussian Process Classification Model with Multiclass and Its Application to Human Action Classification,"Wanhyun Cho, Soonja Kang, Sangkyoon Kim, Soonyoung Park",2015,https://waset.org/publications/10003023/variational-em-inference-algorithm-for-gaussian-process-classification-model-with-multiclass-and-its-application-to-human-action-classification
1525,Abstract,1,Jeju National University,A Case Study: Teachers Education Program in a Global Context,"In Hoi Lee,Seong Baeg Kim,Je Eung Jeon,Gwang Yong Choi,Joo Sub Lee,Ik Sang Kim",2014,https://waset.org/pdf/books/?id=3525&pageNumber=34
1526,Periodical,0,Jeju National University,A Case Study: Teachers Education Program in a Global Context,"In Hoi Lee,Seong Baeg Kim,Je Eung Jeon,Gwang Yong Choi,Joo Sub Lee,Ik Sang Kim",2014,https://waset.org/publications/9997032/a-case-study-teachers-education-program-in-a-global-context
1527,Abstract,1,Jeju National University,A Development of Personalized Edutainment  Contents through Storytelling,"Min Kyeong Cha, Ju Yeon Mun, Seong Baeg Kim",2014,https://waset.org/pdf/books/?id=2573&pageNumber=19
1528,Periodical,0,Jeju National University,A Development of Personalized Edutainment  Contents through Storytelling,"Min Kyeong Cha, Ju Yeon Mun, Seong Baeg Kim",2014,https://waset.org/publications/9997517/a-development-of-personalized-edutainment-contents-through-storytelling
1529,Abstract,0,Jeju National University,A Galectin from Rock Bream Oplegnathus fasciatus: Molecular Characterization and Immunological Properties,"W. S. Thulasitha,N. Umasuthan,G. I. Godahewa,Jehee Lee",2016,https://waset.org/pdf/books/?id=8580&pageNumber=146
1530,Abstract,1,Jeju National University,A Study of Curriculum for a Dual Bachelor’s Degree Including a Teaching Certificate,"Hyeon Seok Kim,Inhoi Lee,Seong Baeg Kim,Kyunghee Ko,Kyung Eon Lee,Dong Sik Kang",2014,https://waset.org/pdf/books/?id=2611&pageNumber=20
1531,Periodical,0,Jeju National University,A Study of Curriculum for a Dual Bachelor’s Degree Including a Teaching Certificate,"Hyeon Seok Kim,Inhoi Lee,Seong Baeg Kim,Kyunghee Ko,Kyung Eon Lee,Dong Sik Kang",2014,https://waset.org/publications/9997518/a-study-of-curriculum-for-a-dual-bachelor-s-degree-including-a-teaching-certificate
1532,Abstract,1,Jeju National University,A Study on Method for Identifying Capacity Factor Declination of Wind Turbines,"Dongheon Shin,Kyungnam Ko,Jongchul Huh",2015,https://waset.org/pdf/books/?id=21424&pageNumber=473
1533,Periodical,0,Jeju National University,A Study on Method for Identifying Capacity Factor Declination of Wind Turbines,"Dongheon Shin,Kyungnam Ko,Jongchul Huh",2015,https://waset.org/publications/10000171/a-study-on-method-for-identifying-capacity-factor-declination-of-wind-turbines
1534,Abstract,1,Jeju National University,An Analysis of the Results of Trial Blasting of Site Development Project in the Volcanic Island,"Dong Wook Lee,Seung Hyun Kim",2016,https://waset.org/pdf/books/?id=54595&pageNumber=1199
1535,Periodical,0,Jeju National University,An Analysis of the Results of Trial Blasting of Site Development Project in the Volcanic Island,"Dong Wook Lee,Seung Hyun Kim",2016,https://waset.org/publications/10005932/an-analysis-of-the-results-of-trial-blasting-of-site-development-project-in-the-volcanic-island
1536,Abstract,1,Jeju National University,An Online Mastery Learning Method Based on a  Dynamic Formative Evaluation,"Jeongim Kang, Moon Hee Kim, Seong Baeg Kim",2014,https://waset.org/pdf/books/?id=2483&pageNumber=16
1537,Periodical,0,Jeju National University,An Online Mastery Learning Method Based On a  Dynamic Formative Evaluation,"Jeongim Kang, Moon Hee Kim, Seong Baeg Kim",2014,https://waset.org/publications/9997512/an-online-mastery-learning-method-based-on-a-dynamic-formative-evaluation
1538,Abstract,0,Jeju National University,Antistress Effects of Hydrangeae Dulcis Folium on Net Handing Stress-Induced Anxiety-Like Behavior in Zebrafish: Possible Mechanism of Action of Adrenocorticotropin Hormone (ACTH) Receptor,"Lee Seungheon,Kim Ba-Ro",2017,https://waset.org/pdf/books/?id=63359&pageNumber=856
1539,Abstract,0,Jeju National University,Application of Bacteriophages as Natural Antibiotics in Aquaculture,"Chamilani Nikapitiya, Mahanama De Zoysa, Jehee Lee",2013,https://waset.org/pdf/books/?id=69285&pageNumber=456
1540,Abstract,0,Jeju National University,"Camptothecin Promotes ROS-Mediated G2/M Phase Cell Cycle Arrest, Resulting from Autophagy-Mediated Cytoprotection","Rajapaksha Gedara Prasad Tharanga Jayasooriya,Matharage Gayani Dilshara,Yung Hyun Choi,Gi-Young Kim",2016,https://waset.org/pdf/books/?id=48508&pageNumber=540
1541,Abstract,0,Jeju National University,Case of an Engineering Design Class in Architectural Engineering,Myunghoun Jang,2018,https://waset.org/pdf/books/?id=84485&pageNumber=816
1542,Abstract,0,Jeju National University,Compositional Analysis and Antioxidant Activities of the Chocolate Fermented by Lactobacillus plantarum CK10,"Hye Rim Kang,So Yae Koh,Ji-Yeon Ryu,Chang Kyu Lee,Ji Hee Lim,Hyeon A. Kim,Geun Hyung Im,Somi Kim Cho",2009,https://waset.org/pdf/books/?id=55853&pageNumber=750
1543,Abstract,1,Jeju National University,Development of Blast Vibration Equation Considering the Polymorphic Characteristics of Basaltic Ground,"Dong Wook Lee,Seung Hyun Kim",2016,https://waset.org/pdf/books/?id=40396&pageNumber=908
1544,Periodical,0,Jeju National University,Development of Blast Vibration Equation Considering the Polymorphic Characteristics of Basaltic Ground,"Dong Wook Lee,Seung Hyun Kim",2016,https://waset.org/publications/10003319/development-of-blast-vibration-equation-considering-the-polymorphic-characteristics-of-basaltic-ground
1545,Abstract,1,Jeju National University,Development of Recycled-Modified Asphalt Using Basalt Aggregate,"Dong Wook Lee,Seung Hyun Kim,Jeongho Oh",2016,https://waset.org/pdf/books/?id=39062&pageNumber=877
1546,Periodical,0,Jeju National University,Development of Recycled-Modified Asphalt Using Basalt Aggregate,"Dong Wook Lee,Seung Hyun Kim,Jeongho Oh",2016,https://waset.org/publications/10003364/development-of-recycled-modified-asphalt-using-basalt-aggregate
1547,Abstract,0,Jeju National University,"Dietary Effect of Probiotic Bacteria, Bacillus amyloliquefaciens JFP-2 Isolate from Jeju Island`s Traditional Fermented Food, on Innate Immune Response of Oplegnathus fasciatus Challenged with Vibrio anguillarum","Dong Hwi Kim,Dharaneedharan Subramanian,So Hyun Park,Ha-Ri Choi,Ji-Hyung Kim,Dong-Hoon Lee,Moon Soo Heo",2016,https://waset.org/pdf/books/?id=55873&pageNumber=751
